region,region_name,forest,forest_name,district,district_name,state
4,Intermountain Region,15,Caribou-Targhee NF,2,Island Park RD (Legacy),WY
4,Intermountain Region,15,Caribou-Targhee NF,3,Ashton RD (Legacy),ID
4,Intermountain Region,15,Caribou-Targhee NF,3,Ashton RD (Legacy),WY
4,Intermountain Region,15,Caribou-Targhee NF,4,Palisades RD (Legacy),ID
4,Intermountain Region,15,Caribou-Targhee NF,4,Palisades RD (Legacy),UT
4,Intermountain Region,15,Caribou-Targhee NF,4,Palisades RD (Legacy),WY
4,Intermountain Region,15,Caribou-Targhee NF,5,Teton Basin RD (Legacy),ID
4,Intermountain Region,15,Caribou-Targhee NF,5,Teton Basin RD (Legacy),WY
4,Intermountain Region,15,Caribou-Targhee NF,51,Dubois RD,ID
4,Intermountain Region,15,Caribou-Targhee NF,52,Ashton/Island Park RD,ID
4,Intermountain Region,15,Caribou-Targhee NF,52,Ashton/Island Park RD,WY
4,Intermountain Region,15,Caribou-Targhee NF,53,Montpelier RD,ID
4,Intermountain Region,15,Caribou-Targhee NF,54,Palisades RD,ID
4,Intermountain Region,15,Caribou-Targhee NF,54,Palisades RD,UT
4,Intermountain Region,15,Caribou-Targhee NF,54,Palisades RD,WY
4,Intermountain Region,15,Caribou-Targhee NF,55,Soda Springs RD,ID
4,Intermountain Region,15,Caribou-Targhee NF,55,Soda Springs RD,WY
4,Intermountain Region,15,Caribou-Targhee NF,56,Teton Basin RD,ID
4,Intermountain Region,15,Caribou-Targhee NF,56,Teton Basin RD,WY
4,Intermountain Region,15,Caribou-Targhee NF,57,Westside RD,ID
4,Intermountain Region,17,Humboldt-Toiyabe NF,0,Supervisor’s Office,NV
4,Intermountain Region,17,Humboldt-Toiyabe NF,1,Carson RD,CA
4,Intermountain Region,17,Humboldt-Toiyabe NF,1,Carson RD,NV
4,Intermountain Region,17,Humboldt-Toiyabe NF,2,Bridgeport RD,CA
4,Intermountain Region,17,Humboldt-Toiyabe NF,2,Bridgeport RD,NV
4,Intermountain Region,17,Humboldt-Toiyabe NF,3,Austin RD,NV
4,Intermountain Region,17,Humboldt-Toiyabe NF,4,Tonopah RD,NV
4,Intermountain Region,17,Humboldt-Toiyabe NF,5,Spring Mountains NRA,NV
4,Intermountain Region,17,Humboldt-Toiyabe NF,6,Mountain City RD,NV
4,Intermountain Region,17,Humboldt-Toiyabe NF,7,Ruby Mountains RD,NV
4,Intermountain Region,17,Humboldt-Toiyabe NF,8,Jarbidge RD,NV
4,Intermountain Region,17,Humboldt-Toiyabe NF,9,Ely RD,NV
4,Intermountain Region,17,Humboldt-Toiyabe NF,10,Santa Rosa RD,NV
4,Intermountain Region,18,Uinta NF (Legacy),1,Heber RD (Legacy),UT
4,Intermountain Region,18,Uinta NF (Legacy),2,Pleasant Grove RD (Legacy),UT
4,Intermountain Region,18,Uinta NF (Legacy),3,Spanish Fk.Neph RD (Legacy),UT
4,Intermountain Region,18,Uinta NF (Legacy),4,,UT
4,Intermountain Region,18,Uinta NF (Legacy),7,,UT
4,Intermountain Region,19,Uinta-Wasatch-Cache NF,0,Supervisor’s Office,UT
4,Intermountain Region,19,Uinta-Wasatch-Cache NF,1,Salt Lake RD,UT
4,Intermountain Region,19,Uinta-Wasatch-Cache NF,2,Pleasant Grove RD,UT
4,Intermountain Region,19,Uinta-Wasatch-Cache NF,3,Heber-Kamas RD,UT
4,Intermountain Region,19,Uinta-Wasatch-Cache NF,4,Evanston-Mountain View RD,UT
4,Intermountain Region,19,Uinta-Wasatch-Cache NF,4,Evanston-Mountain View RD,WY
4,Intermountain Region,19,Uinta-Wasatch-Cache NF,5,Mountain View RD (Legacy),UT
4,Intermountain Region,19,Uinta-Wasatch-Cache NF,5,Mountain View RD (Legacy),WY
4,Intermountain Region,19,Uinta-Wasatch-Cache NF,6,Ogden RD,UT
4,Intermountain Region,19,Uinta-Wasatch-Cache NF,7,Logan RD,UT
4,Intermountain Region,19,Uinta-Wasatch-Cache NF,8,Spanish Fork RD,UT
4,Intermountain Region,60,R4 Regional Office,,,UT
5,Pacific Southwest Region,,,,,CA
5,Pacific Southwest Region,1,Angeles NF,0,Supervisor's Office,CA
5,Pacific Southwest Region,1,Angeles NF,51,Los Angeles River RD,CA
5,Pacific Southwest Region,1,Angeles NF,52,San Gabriel River RD,CA
5,Pacific Southwest Region,1,Angeles NF,53,Santa Clara/Mojave Rivers RD,CA
5,Pacific Southwest Region,1,Angeles NF,54,Valyermo RD (Legacy),CA
5,Pacific Southwest Region,1,Angeles NF,55,Tujunga RD (Legacy),CA
5,Pacific Southwest Region,2,Cleveland NF,0,Supervisor's Office,CA
5,Pacific Southwest Region,2,Cleveland NF,1,,CA
5,Pacific Southwest Region,2,Cleveland NF,52,Trabuco RD,CA
5,Pacific Southwest Region,2,Cleveland NF,53,Palomar RD,CA
5,Pacific Southwest Region,2,Cleveland NF,54,Descanso RD,CA
5,Pacific Southwest Region,3,Eldorado NF,0,Supervisor's Office,CA
5,Pacific Southwest Region,3,Eldorado NF,51,Amador RD,CA
5,Pacific Southwest Region,3,Eldorado NF,53,Georgetown RD,CA
5,Pacific Southwest Region,3,Eldorado NF,55,Pacific RD,CA
5,Pacific Southwest Region,3,Eldorado NF,56,Placerville RD,CA
5,Pacific Southwest Region,3,Eldorado NF,57,Placerville Nursery,CA
5,Pacific Southwest Region,4,Inyo NF,0,Supervisor's Office,CA
5,Pacific Southwest Region,4,Inyo NF,51,Mono RD,CA
5,Pacific Southwest Region,4,Inyo NF,51,Mono RD,NV
5,Pacific Southwest Region,4,Inyo NF,52,Mammoth RD,CA
5,Pacific Southwest Region,4,Inyo NF,53,White Mountain RD,CA
5,Pacific Southwest Region,4,Inyo NF,53,White Mountain RD,NV
5,Pacific Southwest Region,4,Inyo NF,54,Mount Whitney RD,CA
5,Pacific Southwest Region,5,Klamath NF,0,Supervisor's Office,CA
5,Pacific Southwest Region,5,Klamath NF,51,Oak Knoll RD,CA
5,Pacific Southwest Region,5,Klamath NF,51,Oak Knoll RD,OR
5,Pacific Southwest Region,5,Klamath NF,52,Happy Camp RD,CA
5,Pacific Southwest Region,5,Klamath NF,53,,CA
5,Pacific Southwest Region,5,Klamath NF,54,Salmon River RD,CA
5,Pacific Southwest Region,5,Klamath NF,55,Scott River RD,CA
5,Pacific Southwest Region,5,Klamath NF,57,Goosenest RD,CA
5,Pacific Southwest Region,5,Klamath NF,58,Orleans/Ukonom RD,CA
5,Pacific Southwest Region,6,Lassen NF,0,Supervisor's Office,CA
5,Pacific Southwest Region,6,Lassen NF,50,,CA
5,Pacific Southwest Region,6,Lassen NF,51,Almanor RD,CA
5,Pacific Southwest Region,6,Lassen NF,53,Hat Creek RD,CA
5,Pacific Southwest Region,6,Lassen NF,58,Eagle Lake RD,CA
5,Pacific Southwest Region,7,Los Padres NF,0,Supervisor's Office,CA
5,Pacific Southwest Region,7,Los Padres NF,51,Monterey RD,CA
5,Pacific Southwest Region,7,Los Padres NF,53,Santa Lucia RD,CA
5,Pacific Southwest Region,7,Los Padres NF,54,Santa Barbara RD,CA
5,Pacific Southwest Region,7,Los Padres NF,55,Ojai RD,CA
5,Pacific Southwest Region,7,Los Padres NF,57,Mt. Pinos RD,CA
5,Pacific Southwest Region,8,Mendocino NF,0,Supervisor's Office,CA
5,Pacific Southwest Region,8,Mendocino NF,45,,CA
5,Pacific Southwest Region,8,Mendocino NF,51,Corning RD (Legacy),CA
5,Pacific Southwest Region,8,Mendocino NF,52,Genetic Resource Center-Chico,CA
5,Pacific Southwest Region,8,Mendocino NF,53,Grindstone RD,CA
5,Pacific Southwest Region,8,Mendocino NF,54,Upper Lake RD,CA
5,Pacific Southwest Region,8,Mendocino NF,56,Covelo RD,CA
5,Pacific Southwest Region,9,Modoc NF,0,Supervisor's Office,CA
5,Pacific Southwest Region,9,Modoc NF,53,Warner Mountain RD,CA
5,Pacific Southwest Region,9,Modoc NF,54,Big Valley RD,CA
5,Pacific Southwest Region,9,Modoc NF,55,Devils Garden RD,CA
5,Pacific Southwest Region,9,Modoc NF,56,Doublehead RD,CA
5,Pacific Southwest Region,10,Six Rivers NF,0,Supervisor's Office,CA
5,Pacific Southwest Region,10,Six Rivers NF,1,,CA
5,Pacific Southwest Region,10,Six Rivers NF,51,Gasquet RD,CA
5,Pacific Southwest Region,10,Six Rivers NF,52,Orleans RD,CA
5,Pacific Southwest Region,10,Six Rivers NF,53,Lower Trinity RD,CA
5,Pacific Southwest Region,10,Six Rivers NF,54,Mad River RD,CA
5,Pacific Southwest Region,10,Six Rivers NF,58,,CA
5,Pacific Southwest Region,11,Plumas NF,0,Supervisor's Office,CA
5,Pacific Southwest Region,11,Plumas NF,1,Beckwourth RD,CA
5,Pacific Southwest Region,11,Plumas NF,2,Mt. Hough RD,CA
5,Pacific Southwest Region,11,Plumas NF,3,Feather RD,CA
5,Pacific Southwest Region,11,Plumas NF,4,,CA
5,Pacific Southwest Region,11,Plumas NF,5,,CA
5,Pacific Southwest Region,11,Plumas NF,51,,CA
5,Pacific Southwest Region,11,Plumas NF,52,,CA
5,Pacific Southwest Region,11,Plumas NF,53,,CA
5,Pacific Southwest Region,11,Plumas NF,54,,CA
5,Pacific Southwest Region,11,Plumas NF,55,,CA
5,Pacific Southwest Region,11,Plumas NF,56,,CA
5,Pacific Southwest Region,12,San Bernardino NF,0,Supervisor's Office,CA
5,Pacific Southwest Region,12,San Bernardino NF,51,Arrowhead RD,CA
5,Pacific Southwest Region,12,San Bernardino NF,52,Big Bear RD,CA
5,Pacific Southwest Region,12,San Bernardino NF,53,Cajon RD,CA
5,Pacific Southwest Region,12,San Bernardino NF,54,San Gorgonio RD,CA
5,Pacific Southwest Region,12,San Bernardino NF,55,San Jacinto RD,CA
5,Pacific Southwest Region,13,Sequoia NF,0,Supervisor's Office,CA
5,Pacific Southwest Region,13,Sequoia NF,51,Hume Lake RD,CA
5,Pacific Southwest Region,13,Sequoia NF,52,Western Divide RD,CA
5,Pacific Southwest Region,13,Sequoia NF,53,Hot Springs RD (Legacy),CA
5,Pacific Southwest Region,13,Sequoia NF,54,Kern River RD,CA
5,Pacific Southwest Region,13,Sequoia NF,56,Cannell-Meadow RD (Legacy),CA
5,Pacific Southwest Region,14,Shasta Trinity NF,0,Supervisor's Office,CA
5,Pacific Southwest Region,14,Shasta Trinity NF,1,,CA
5,Pacific Southwest Region,14,Shasta Trinity NF,2,,CA
5,Pacific Southwest Region,14,Shasta Trinity NF,4,,CA
5,Pacific Southwest Region,14,Shasta Trinity NF,28,,CA
5,Pacific Southwest Region,14,Shasta Trinity NF,50,,CA
5,Pacific Southwest Region,14,Shasta Trinity NF,51,Yolla Bolla RD,CA
5,Pacific Southwest Region,14,Shasta Trinity NF,52,Hayfork RD,CA
5,Pacific Southwest Region,14,Shasta Trinity NF,53,,CA
5,Pacific Southwest Region,14,Shasta Trinity NF,54,Big Bar RD,CA
5,Pacific Southwest Region,14,Shasta Trinity NF,56,Weaverville RD,CA
5,Pacific Southwest Region,14,Shasta Trinity NF,58,Shasta Lake RD,CA
5,Pacific Southwest Region,14,Shasta Trinity NF,59,Mt. Shasta RD,CA
5,Pacific Southwest Region,14,Shasta Trinity NF,61,McCloud RD,CA
5,Pacific Southwest Region,15,Sierra NF,0,Supervisor's Office,CA
5,Pacific Southwest Region,15,Sierra NF,51,Bass Lake RD,CA
5,Pacific Southwest Region,15,Sierra NF,52,High Sierra RD,CA
5,Pacific Southwest Region,15,Sierra NF,53,Pineridge RD (Legacy),CA
5,Pacific Southwest Region,15,Sierra NF,54,Kings River RD (Legacy),CA
5,Pacific Southwest Region,15,Sierra NF,55,Bass Lake RD (Legacy),CA
5,Pacific Southwest Region,16,Stanislaus NF,0,Supervisor's Office,CA
5,Pacific Southwest Region,16,Stanislaus NF,51,Mi-Wok RD,CA
5,Pacific Southwest Region,16,Stanislaus NF,52,Calaveras RD,CA
5,Pacific Southwest Region,16,Stanislaus NF,53,Summit RD,CA
5,Pacific Southwest Region,16,Stanislaus NF,54,Groveland RD,CA
5,Pacific Southwest Region,17,Tahoe NF,0,Supervisor's Office,CA
5,Pacific Southwest Region,17,Tahoe NF,53,Yuba River RD,CA
5,Pacific Southwest Region,17,Tahoe NF,54,American River RD,CA
5,Pacific Southwest Region,17,Tahoe NF,55,Nevada City RD (Legacy),CA
5,Pacific Southwest Region,17,Tahoe NF,56,Sierraville River RD,CA
5,Pacific Southwest Region,17,Tahoe NF,57,Truckee RD,CA
5,Pacific Southwest Region,19,Lake Tahoe Basin MU,0,Supervisor Office,CA
5,Pacific Southwest Region,19,Lake Tahoe Basin MU,53,Eldorado RD,CA
5,Pacific Southwest Region,19,Lake Tahoe Basin MU,54,Toiyabe RD,CA
5,Pacific Southwest Region,19,Lake Tahoe Basin MU,54,Toiyabe RD,NV
5,Pacific Southwest Region,19,Lake Tahoe Basin MU,57,Tahoe RD,CA
5,Pacific Southwest Region,20,R5 Regional Office,,,CA
5,Pacific Southwest Region,21,R5 Regional Projects/Services,,,CA
6,Pacific Northwest Region,,,,,OR
6,Pacific Northwest Region,1,Deschutes NF,0,Supervisor's Office,OR
6,Pacific Northwest Region,1,Deschutes NF,1,Bend/Ft Rock RD,OR
6,Pacific Northwest Region,1,Deschutes NF,2,Crescent RD,OR
6,Pacific Northwest Region,1,Deschutes NF,3,Fort Rock RD,OR
6,Pacific Northwest Region,1,Deschutes NF,5,Sisters RD,OR
6,Pacific Northwest Region,1,Deschutes NF,6,Redmond Air Center,OR
6,Pacific Northwest Region,1,Deschutes NF,16,,OR
6,Pacific Northwest Region,1,Deschutes NF,19,Bend Nursery,OR
6,Pacific Northwest Region,1,Deschutes NF,35,,OR
6,Pacific Northwest Region,2,Fremont-Winema NFs,0,Supervisor's Office,OR
6,Pacific Northwest Region,2,Fremont-Winema NFs,1,Bly RD,OR
6,Pacific Northwest Region,2,Fremont-Winema NFs,2,Lakeview RD,OR
6,Pacific Northwest Region,2,Fremont-Winema NFs,3,Paisley RD,OR
6,Pacific Northwest Region,2,Fremont-Winema NFs,4,Silver Lake RD,OR
6,Pacific Northwest Region,2,Fremont-Winema NFs,11,Chemult RD,OR
6,Pacific Northwest Region,2,Fremont-Winema NFs,12,Chiloquin RD,OR
6,Pacific Northwest Region,2,Fremont-Winema NFs,13,Klamath RD,OR
6,Pacific Northwest Region,3,Gifford Pinchot NF,0,Supervisor's Office,WA
6,Pacific Northwest Region,3,Gifford Pinchot NF,1,Mt St Helens Natl Volcanic Monument,WA
6,Pacific Northwest Region,3,Gifford Pinchot NF,3,Mt. Adams RD,WA
6,Pacific Northwest Region,3,Gifford Pinchot NF,4,Packwood RD (Legacy),WA
6,Pacific Northwest Region,3,Gifford Pinchot NF,5,Cowlitz Valley RD,WA
6,Pacific Northwest Region,3,Gifford Pinchot NF,8,Wind River RD (Legacy),WA
6,Pacific Northwest Region,3,Gifford Pinchot NF,19,Wind River Nursery,WA
6,Pacific Northwest Region,4,Malheur NF,0,Supervisor's Office,OR
6,Pacific Northwest Region,4,Malheur NF,1,Blue Mountain RD,OR
6,Pacific Northwest Region,4,Malheur NF,2,Emigrant Creek RD,OR
6,Pacific Northwest Region,4,Malheur NF,3,Long Creek RD,OR
6,Pacific Northwest Region,4,Malheur NF,4,Prairie City RD,OR
6,Pacific Northwest Region,4,Malheur NF,6,,OR
6,Pacific Northwest Region,4,Malheur NF,12,,OR
6,Pacific Northwest Region,5,MT Baker-Snoqualmie NF,0,Supervisor's Office,WA
6,Pacific Northwest Region,5,MT Baker-Snoqualmie NF,1,Mt Baker RD,WA
6,Pacific Northwest Region,5,MT Baker-Snoqualmie NF,2,Darrington RD,WA
6,Pacific Northwest Region,5,MT Baker-Snoqualmie NF,3,Glacier RD (Legacy),WA
6,Pacific Northwest Region,5,MT Baker-Snoqualmie NF,4,Monte Cristo RD (Legacy),WA
6,Pacific Northwest Region,5,MT Baker-Snoqualmie NF,5,North Bend RD,WA
6,Pacific Northwest Region,5,MT Baker-Snoqualmie NF,6,Skykomish RD,WA
6,Pacific Northwest Region,5,MT Baker-Snoqualmie NF,7,White River RD,WA
6,Pacific Northwest Region,6,MT Hood NF,0,Supervisor's Office,OR
6,Pacific Northwest Region,6,MT Hood NF,1,Barlow RD,OR
6,Pacific Northwest Region,6,MT Hood NF,2,Bear Springs RD (Legacy),OR
6,Pacific Northwest Region,6,MT Hood NF,3,Clackamas RD (Legacy),OR
6,Pacific Northwest Region,6,MT Hood NF,4,Columbia Gorge RD (Legacy),OR
6,Pacific Northwest Region,6,MT Hood NF,5,Clackamas River RD,OR
6,Pacific Northwest Region,6,MT Hood NF,6,Hood River RD,OR
6,Pacific Northwest Region,6,MT Hood NF,9,Zigzag RD,OR
6,Pacific Northwest Region,6,MT Hood NF,10,Timber Lake Civilian Consv Center,OR
6,Pacific Northwest Region,7,Ochoco NF,0,Supervisor's Office,OR
6,Pacific Northwest Region,7,Ochoco NF,1,Lookout Mountain RD,OR
6,Pacific Northwest Region,7,Ochoco NF,2,Paulina RD,OR
6,Pacific Northwest Region,7,Ochoco NF,3,Prineville RD (Legacy),OR
6,Pacific Northwest Region,7,Ochoco NF,4,Snow Mountain RD (Legacy),OR
6,Pacific Northwest Region,7,Ochoco NF,5,Crooked River Natl Grassland,OR
6,Pacific Northwest Region,7,Ochoco NF,7,,OR
6,Pacific Northwest Region,8,Okanogan NF (Legacy),1,Conconully RD (Legacy),WA
6,Pacific Northwest Region,8,Okanogan NF (Legacy),3,Tonasket RD (Legacy),WA
6,Pacific Northwest Region,8,Okanogan NF (Legacy),4,Twisp RD (Legacy),WA
6,Pacific Northwest Region,8,Okanogan NF (Legacy),5,Winthrop RD (Legacy),WA
6,Pacific Northwest Region,8,Okanogan NF (Legacy),7,Methow RD (Legacy),WA
6,Pacific Northwest Region,9,Olympic NF,0,Supervisor's Office,WA
6,Pacific Northwest Region,9,Olympic NF,1,Hood Canal RD/Hoodsport,WA
6,Pacific Northwest Region,9,Olympic NF,2,Hood Canal RD/Quilcene,WA
6,Pacific Northwest Region,9,Olympic NF,3,Pacific RD/Quinault,WA
6,Pacific Northwest Region,9,Olympic NF,4,Shelton RD (Legacy),WA
6,Pacific Northwest Region,9,Olympic NF,5,Pacific RD/Forks,WA
6,Pacific Northwest Region,9,Olympic NF,16,,WA
6,Pacific Northwest Region,10,Rogue River - Siskiyou NF,0,Supervisor's Office,OR
6,Pacific Northwest Region,10,Rogue River - Siskiyou NF,1,Applegate RD (Legacy),CA
6,Pacific Northwest Region,10,Rogue River - Siskiyou NF,1,Applegate RD (Legacy),OR
6,Pacific Northwest Region,10,Rogue River - Siskiyou NF,2,Ashland RD (Legacy),OR
6,Pacific Northwest Region,10,Rogue River - Siskiyou NF,3,Butte Falls RD (Legacy),OR
6,Pacific Northwest Region,10,Rogue River - Siskiyou NF,6,Prospect RD (Legacy),OR
6,Pacific Northwest Region,10,Rogue River - Siskiyou NF,19,J. Herbert Stone Nursery,OR
6,Pacific Northwest Region,10,Rogue River - Siskiyou NF,20,Siskiyou Mountains RD,OR
6,Pacific Northwest Region,10,Rogue River - Siskiyou NF,22,Wild Rivers RD,OR
6,Pacific Northwest Region,10,Rogue River - Siskiyou NF,24,High Cascades RD,OR
6,Pacific Northwest Region,10,Rogue River - Siskiyou NF,26,Gold Beach RD,OR
6,Pacific Northwest Region,10,Rogue River - Siskiyou NF,28,Powers RD,OR
6,Pacific Northwest Region,11,Siskiyou NF (Legacy),1,Chetco RD (Legacy),OR
6,Pacific Northwest Region,11,Siskiyou NF (Legacy),2,Galice RD (Legacy),OR
6,Pacific Northwest Region,11,Siskiyou NF (Legacy),3,Gold Beach RD (Legacy),OR
6,Pacific Northwest Region,11,Siskiyou NF (Legacy),4,Ill. Valley RD (Legacy),CA
6,Pacific Northwest Region,11,Siskiyou NF (Legacy),4,Ill. Valley RD (Legacy),OR
6,Pacific Northwest Region,11,Siskiyou NF (Legacy),5,Powers RD (Legacy),OR
6,Pacific Northwest Region,11,Siskiyou NF (Legacy),6,,OR
6,Pacific Northwest Region,11,Siskiyou NF (Legacy),51,,OR
6,Pacific Northwest Region,12,Siuslaw NF,0,Supervisor's Office,OR
6,Pacific Northwest Region,12,Siuslaw NF,1,Hebo RD,OR
6,Pacific Northwest Region,12,Siuslaw NF,2,Mapleton RD (Legacy),OR
6,Pacific Northwest Region,12,Siuslaw NF,3,Alsea RD,OR
6,Pacific Northwest Region,12,Siuslaw NF,4,Oregon Dunes NRA (Legacy),OR
6,Pacific Northwest Region,12,Siuslaw NF,5,Waldport RD (Legacy),OR
6,Pacific Northwest Region,12,Siuslaw NF,7,Angell Job Corp Civilian Consv Center,OR
6,Pacific Northwest Region,12,Siuslaw NF,8,Central Coast RD-Oregon Dunes NRA,OR
6,Pacific Northwest Region,14,Umatilla NF,0,Supervisor's Office,OR
6,Pacific Northwest Region,14,Umatilla NF,1,Dale RD (Legacy),OR
6,Pacific Northwest Region,14,Umatilla NF,2,Heppner RD,OR
6,Pacific Northwest Region,14,Umatilla NF,4,Pomeroy RD,OR
6,Pacific Northwest Region,14,Umatilla NF,4,Pomeroy RD,WA
6,Pacific Northwest Region,14,Umatilla NF,5,N. Fork John Day RD,OR
6,Pacific Northwest Region,14,Umatilla NF,6,Walla Walla RD,OR
6,Pacific Northwest Region,14,Umatilla NF,6,Walla Walla RD,WA
6,Pacific Northwest Region,14,Umatilla NF,20,,OR
6,Pacific Northwest Region,15,Umpqua NF,0,Supervisor's Office,OR
6,Pacific Northwest Region,15,Umpqua NF,1,Cottage Grove RD,OR
6,Pacific Northwest Region,15,Umpqua NF,2,Tiller RD,OR
6,Pacific Northwest Region,15,Umpqua NF,3,Diamond Lake RD,OR
6,Pacific Northwest Region,15,Umpqua NF,4,Glide RD,OR
6,Pacific Northwest Region,15,Umpqua NF,5,Dorena Genetic Resource Ctr,OR
6,Pacific Northwest Region,15,Umpqua NF,6,North Umpqua RD,OR
6,Pacific Northwest Region,15,Umpqua NF,20,,OR
6,Pacific Northwest Region,16,Wallowa Whitman NF,0,Supervisor's Office,OR
6,Pacific Northwest Region,16,Wallowa Whitman NF,1,Baker RD,OR
6,Pacific Northwest Region,16,Wallowa Whitman NF,2,Wallowa Valley RD,OR
6,Pacific Northwest Region,16,Wallowa Whitman NF,4,Hells Canyon NRA,ID
6,Pacific Northwest Region,16,Wallowa Whitman NF,4,Hells Canyon NRA,OR
6,Pacific Northwest Region,16,Wallowa Whitman NF,5,Eagle Cap RD,OR
6,Pacific Northwest Region,16,Wallowa Whitman NF,6,La Grande RD,OR
6,Pacific Northwest Region,16,Wallowa Whitman NF,7,Pine RD,OR
6,Pacific Northwest Region,16,Wallowa Whitman NF,8,Union RD (Legacy),OR
6,Pacific Northwest Region,16,Wallowa Whitman NF,9,Unity RD,OR
6,Pacific Northwest Region,16,Wallowa Whitman NF,53,,OR
6,Pacific Northwest Region,17,Okanogan-Wenatchee NFs,0,Supervisor's Office,WA
6,Pacific Northwest Region,17,Okanogan-Wenatchee NFs,2,Chelan RD,WA
6,Pacific Northwest Region,17,Okanogan-Wenatchee NFs,3,Cle Elum RD,WA
6,Pacific Northwest Region,17,Okanogan-Wenatchee NFs,4,Methow Valley RD,WA
6,Pacific Northwest Region,17,Okanogan-Wenatchee NFs,5,Entiat RD,WA
6,Pacific Northwest Region,17,Okanogan-Wenatchee NFs,6,Lake Wenatchee RD,WA
6,Pacific Northwest Region,17,Okanogan-Wenatchee NFs,7,Okanogan-Wenatchee Ntl Forests,WA
6,Pacific Northwest Region,17,Okanogan-Wenatchee NFs,8,Naches RD,WA
6,Pacific Northwest Region,17,Okanogan-Wenatchee NFs,9,Tonasket RD,WA
6,Pacific Northwest Region,17,Okanogan-Wenatchee NFs,20,N Cascade Smokejumper Base,WA
6,Pacific Northwest Region,18,Willamette NF,0,Supervisor's Office,OR
6,Pacific Northwest Region,18,Willamette NF,1,McKenzie River RD,OR
6,Pacific Northwest Region,18,Willamette NF,2,,WA
6,Pacific Northwest Region,18,Willamette NF,3,Sweet Home RD,OR
6,Pacific Northwest Region,18,Willamette NF,4,Administrative Services,OR
6,Pacific Northwest Region,18,Willamette NF,4,Detroit RD,OR
6,Pacific Northwest Region,18,Willamette NF,5,Rigdon RD,OR
6,Pacific Northwest Region,18,Willamette NF,6,Lowell RD,OR
6,Pacific Northwest Region,18,Willamette NF,7,Mckenzie RD (Legacy),OR
6,Pacific Northwest Region,18,Willamette NF,8,Oakridge RD,OR
6,Pacific Northwest Region,18,Willamette NF,10,Middle Fork RD,OR
6,Pacific Northwest Region,18,Willamette NF,20,,OR
6,Pacific Northwest Region,20,Winema NF (Legacy),1,Chemult RD (Legacy),OR
6,Pacific Northwest Region,20,Winema NF (Legacy),2,Chiloquin RD (Legacy),OR
6,Pacific Northwest Region,20,Winema NF (Legacy),3,Klamath RD (Legacy),OR
6,Pacific Northwest Region,20,Winema NF (Legacy),35,,OR
6,Pacific Northwest Region,21,Colville NF,0,Supervisor's Office,WA
6,Pacific Northwest Region,21,Colville NF,1,Colville RD (Legacy),WA
6,Pacific Northwest Region,21,Colville NF,2,Kettle Falls RD (Legacy),WA
6,Pacific Northwest Region,21,Colville NF,3,Newport RD,WA
6,Pacific Northwest Region,21,Colville NF,4,Republic RD,WA
6,Pacific Northwest Region,21,Colville NF,5,Sullivan Lake RD,WA
6,Pacific Northwest Region,21,Colville NF,6,Curlew Civilian Consv Center,WA
6,Pacific Northwest Region,21,Colville NF,12,Three Rivers Ranger District,WA
6,Pacific Northwest Region,22,Columbia River Gorge NSA,0,Main Office,OR
6,Pacific Northwest Region,22,Columbia River Gorge NSA,1,,OR
6,Pacific Northwest Region,22,Columbia River Gorge NSA,1,,WA
6,Pacific Northwest Region,27,R6 Regional Office,,,OR
8,Southern Region,,,,,GA
8,Southern Region,1,NFS in Alabama,0,,AL
8,Southern Region,1,NFS in Alabama,1,Bankhead RD,AL
8,Southern Region,1,NFS in Alabama,2,,AL
8,Southern Region,1,NFS in Alabama,3,Conecuh RD,AL
8,Southern Region,1,NFS in Alabama,4,Oakmulgee RD,AL
8,Southern Region,1,NFS in Alabama,5,Shoal Creek RD,AL
8,Southern Region,1,NFS in Alabama,6,Talladega RD,AL
8,Southern Region,1,NFS in Alabama,7,Tuskegee RD,AL
8,Southern Region,1,NFS in Alabama,13,,AL
8,Southern Region,1,NFS in Alabama,15,,AL
8,Southern Region,2,Daniel Boone NF,0,Supervisor's Office,KY
8,Southern Region,2,Daniel Boone NF,2,,KY
8,Southern Region,2,Daniel Boone NF,4,,KY
8,Southern Region,2,Daniel Boone NF,6,,KY
8,Southern Region,2,Daniel Boone NF,7,,KY
8,Southern Region,2,Daniel Boone NF,11,Cumberland RD,KY
8,Southern Region,2,Daniel Boone NF,12,Stanton RD,KY
8,Southern Region,2,Daniel Boone NF,13,Berea RD (Legacy),KY
8,Southern Region,2,Daniel Boone NF,14,London RD,KY
8,Southern Region,2,Daniel Boone NF,15,Somerset RD,KY
8,Southern Region,2,Daniel Boone NF,16,Stearns RD,KY
8,Southern Region,2,Daniel Boone NF,17,Redbird RD,KY
8,Southern Region,2,Daniel Boone NF,18,Frenchburg Civilian Consv Center,KY
8,Southern Region,2,Daniel Boone NF,19,Pine Knot Civilian Consv Center,KY
8,Southern Region,2,Daniel Boone NF,32,,KY
8,Southern Region,3,Chattahoochee-Oconee NF,0,Supervisor's Office,GA
8,Southern Region,3,Chattahoochee-Oconee NF,1,Conasauga RD,GA
8,Southern Region,3,Chattahoochee-Oconee NF,2,Blue Ridge RD,GA
8,Southern Region,3,Chattahoochee-Oconee NF,3,Chestatee RD,GA
8,Southern Region,3,Chattahoochee-Oconee NF,4,Brasstown RD (Legacy),GA
